Scientific Name,Common Name,Status(TBD),Locality,rank,valid_AphiaID,valid_authority,kingdom,phylum,class,order,family,genus,citation,Date Taxonomy Updated,source
Nereocystis luetkeana,Bull Kelp,Present,Kachemak_Bay,Species,240752,"(K.Mertens) Postels & Ruprecht, 1840",Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Nereocystis,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Nereocystis luetkeana (K.Mertens) Postels & Ruprecht, 1840. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240752 on 2024-02-21",2024-02-21,WORMS
Petalonia fascia,False Kelp,Present,Kachemak_Bay,Species,145863,"(O.F.Müller) Kuntze, 1898",Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Petalonia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Petalonia fascia (O.F.Müller) Kuntze, 1898. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145863 on 2024-02-21",2024-02-21,WORMS
Pylaiella littoralis,NA,Present,Kachemak_Bay,Species,157188,"(Linnaeus) Kjellman, 1872",Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Acinetosporaceae,Pylaiella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Pylaiella littoralis (Linnaeus) Kjellman, 1872. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=157188 on 2024-02-21",2024-02-21,WORMS
Ralfsia fungiformis,Sea Fungus,Present,Kachemak_Bay,Species,144997,"(Gunnerus) Setchell & N.L.Gardner, 1924",Chromista,Ochrophyta,Phaeophyceae,Ralfsiales,Ralfsiaceae,Ralfsia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ralfsia fungiformis (Gunnerus) Setchell & N.L.Gardner, 1924. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144997 on 2024-02-21",2024-02-21,WORMS
Saccharina latissima,sugar Kelp,Present,Kachemak_Bay,Species,234483,"(Linnaeus) C.E.Lane, C.Mayes, Druehl & G.W.Saunders, 2006",Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Saccharina latissima (Linnaeus) C.E.Lane, C.Mayes, Druehl & G.W.Saunders, 2006. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=234483 on 2024-02-21",2024-02-21,WORMS
Saccharina nigripes,NA,Present,Kachemak_Bay,Species,1313320,"(J.Agardh) Lontin & G.W.Saunders, 2015",Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Saccharina nigripes (J.Agardh) Lontin & G.W.Saunders, 2015. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1313320 on 2024-02-21",2024-02-21,WORMS
Sargassum muticum,Sargassum,Potential+Invasive,Kachemak_Bay,Species,494791,"(Yendo) Fensholt, 1955",Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Sargassum muticum (Yendo) Fensholt, 1955. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=494791 on 2024-02-21",2024-02-21,WORMS
Scytosiphon lomentaria,beanweed,Present,Kachemak_Bay,Species,145869,"(Lyngbye) Link, 1833",Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Scytosiphon,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Scytosiphon lomentaria (Lyngbye) Link, 1833. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145869 on 2024-02-21",2024-02-21,WORMS
Soranthera ulvoidea,Studded Sea Balloons,Present,Kachemak_Bay,Species,372521,"Postels & Ruprecht, 1840",Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Soranthera,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Soranthera ulvoidea Postels & Ruprecht, 1840. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372521 on 2024-02-21",2024-02-21,WORMS
Sphacelaria,NA,Present,Kachemak_Bay,Genus,144272,"Lyngbye, 1818",Chromista,Ochrophyta,Phaeophyceae,Sphacelariales,Sphacelariaceae,Sphacelaria,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Sphacelaria Lyngbye, 1818. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144272 on 2024-02-21",2024-02-21,WORMS
Kaburakia excelsa,Giant flatworm,Present,Kachemak_Bay,Species,483604,"Bock, 1925",Animalia,Platyhelminthes,NA,Polycladida,Callioplanidae,Kaburakia,"Tyler, S., Artois, T.; Schilling, S.; Hooge, M.; Bush, L.F. (eds) (2006-2024). World List of turbellarian worms: Acoelomorpha, Catenulida, Rhabditophora. Kaburakia excelsa Bock, 1925. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=483604 on 2024-02-21",2024-02-21,WORMS
Cliona celata,boring sponge; red boring sponge; sulfur sponge; yellow boring horny sponge; yellow boring sponge,Present,Kachemak_Bay,Species,134121,"Grant, 1826",Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Cliona,"de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Goodwin, C.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Lim, S.C.; Manconi, R.; Morrow, C.; Pinheiro, U.; Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Turner, T.; Vacelet, J.; van Soest, R.W.M.; Xavier, J. (2024). World Porifera Database. Cliona celata Grant, 1826. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134121 on 2024-02-21",2024-02-21,WORMS
Halichondria,NA,Present,Kachemak_Bay,Genus,131807,"Fleming, 1828",Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,"de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Goodwin, C.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Lim, S.C.; Manconi, R.; Morrow, C.; Pinheiro, U.; Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Turner, T.; Vacelet, J.; van Soest, R.W.M.; Xavier, J. (2024). World Porifera Database. Halichondria Fleming, 1828. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=131807 on 2024-02-21",2024-02-21,WORMS
Porifera,sponges,Present,Kachemak_Bay,Phylum,558,"Grant, 1836",Animalia,Porifera,NA,NA,NA,NA,WoRMS (2024). Porifera. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=558 on 2024-02-21,2024-02-21,WORMS
Suberites ficus,fig sponge; orange fig horny sponge; Orange sponge; sea orange; Wandering,Present,Kachemak_Bay,Species,134285,"(Johnston, 1842)",Animalia,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites,"de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Goodwin, C.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Lim, S.C.; Manconi, R.; Morrow, C.; Pinheiro, U.; Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Turner, T.; Vacelet, J.; van Soest, R.W.M.; Xavier, J. (2024). World Porifera Database. Suberites ficus (Johnston, 1842). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134285 on 2024-02-21",2024-02-21,WORMS
Priapulus caudatus,cactus worm; Priapulid worm; tailed priapulid worm,Present,Kachemak_Bay,Species,101160,"Lamarck, 1816",Animalia,Priapulida,NA,Priapulomorpha,Priapulidae,Priapulus,"Paulay, G. (2024). World List of Priapulida. Priapulus caudatus Lamarck, 1816. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101160 on 2024-02-21",2024-02-21,WORMS
Ahnfeltia fastigiata,Bushy Ahnfelt's Seaweed,Present,Kachemak_Bay,Species,372235,"(Endlicher) Makienko, 1970",Plantae,Rhodophyta,Florideophyceae,Ahnfeltiales,Ahnfeltiaceae,Ahnfeltia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ahnfeltia fastigiata (Endlicher) Makienko, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372235 on 2024-02-21",2024-02-21,WORMS
Ahnfeltia plicata,red seaweed,Present,Kachemak_Bay,Species,144422,"(Hudson) E.M.Fries, 1836",Plantae,Rhodophyta,Florideophyceae,Ahnfeltiales,Ahnfeltiaceae,Ahnfeltia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ahnfeltia plicata (Hudson) E.M.Fries, 1836. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144422 on 2024-02-21",2024-02-21,WORMS
Antithamnionella pacifica,Hooked Skein,Present,Kachemak_Bay,Species,495958,"(Harvey) E.M.Wollaston, 1972",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Antithamnionella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Antithamnionella pacifica (Harvey) E.M.Wollaston, 1972. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=495958 on 2024-02-21",2024-02-21,WORMS
Bossiella frondescens,NA,Present,Kachemak_Bay,Species,498493,"(Postels & Ruprecht) E.Y.Dawson, 1964",Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Bossiella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Bossiella frondescens (Postels & Ruprecht) E.Y.Dawson, 1964. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=498493 on 2024-02-21",2024-02-21,WORMS
Callithamnion pikeanum,NA,Present,Kachemak_Bay,Species,372539,"Harvey, 1853",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Callithamniaceae,Callithamnion,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Callithamnion pikeanum Harvey, 1853. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372539 on 2024-02-21",2024-02-21,WORMS
Callophyllis edentata,NA,Present,Kachemak_Bay,Species,372545,"Kylin, 1925",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Callophyllis edentata Kylin, 1925. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372545 on 2024-02-21",2024-02-21,WORMS
Callophyllis haenophylla,NA,Present,Kachemak_Bay,Species,372755,"Setchell, 1923",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Callophyllis haenophylla Setchell, 1923. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372755 on 2024-02-21",2024-02-21,WORMS
Constantinea,NA,Present,Kachemak_Bay,Genus,369518,"Postels & Ruprecht, 1840",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Constantinea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Constantinea Postels & Ruprecht, 1840. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=369518 on 2024-02-21",2024-02-21,WORMS
Constantinea simplex,NA,Present,Kachemak_Bay,Species,372553,"Setchell, 1901",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Constantinea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Constantinea simplex Setchell, 1901. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372553 on 2024-02-21",2024-02-21,WORMS
Constantinea subulifera,Cracked Saucer,Present,Kachemak_Bay,Species,372171,"Setchell, 1906",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Constantinea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Constantinea subulifera Setchell, 1906. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372171 on 2024-02-21",2024-02-21,WORMS
Corallina,NA,Present,Kachemak_Bay,Genus,144007,"Linnaeus, 1758",Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Corallina Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144007 on 2024-02-21",2024-02-21,WORMS
Corallina officinalis,coral meed; coral weed,Present,Kachemak_Bay,Species,145108,"Linnaeus, 1758",Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Corallina officinalis Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145108 on 2024-02-21",2024-02-21,WORMS
Corallina vancouveriensis,Graceful Coral Seaweed,Present,Kachemak_Bay,Species,494902,"Yendo, 1902",Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Corallina vancouveriensis Yendo, 1902. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=494902 on 2024-02-21",2024-02-21,WORMS
Corallinaceae,NA,Present,Kachemak_Bay,Family,143691,"Lamouroux, 1812",Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,NA,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Corallinaceae Lamouroux, 1812. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=143691 on 2024-02-21",2024-02-21,WORMS
Cryptonemia borealis,NA,Present,Kachemak_Bay,Species,372556,"Kylin, 1925",Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Cryptonemia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cryptonemia borealis Kylin, 1925. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372556 on 2024-02-21",2024-02-21,WORMS
Cryptonemia obovata,NA,Present,Kachemak_Bay,Species,372557,"J.Agardh, 1876",Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Cryptonemia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cryptonemia obovata J.Agardh, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372557 on 2024-02-21",2024-02-21,WORMS
Cryptosiphonia woodii,Bleached Brunette,Present,Kachemak_Bay,Species,372563,"(J.Agardh) J.Agardh, 1876",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Cryptosiphonia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cryptosiphonia woodii (J.Agardh) J.Agardh, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372563 on 2024-02-21",2024-02-21,WORMS
Cumathamnion decipiens,NA,Present,Kachemak_Bay,Species,708086,"(J.Agardh) M.J.Wynne & G.W.Saunders, 2012",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cumathamnion,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cumathamnion decipiens (J.Agardh) M.J.Wynne & G.W.Saunders, 2012. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=708086 on 2024-02-21",2024-02-21,WORMS
Devaleraea compressa,NA,Present,Kachemak_Bay,Species,373915,"(Ruprecht) Selivanova & Klochkova, 1989",Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Devaleraea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Devaleraea compressa (Ruprecht) Selivanova & Klochkova, 1989. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373915 on 2024-02-21",2024-02-21,WORMS
Devaleraea ramentacea,NA,Present,Kachemak_Bay,Species,145770,"(Linnaeus) Guiry, 1982",Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Devaleraea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Devaleraea ramentacea (Linnaeus) Guiry, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145770 on 2024-02-21",2024-02-21,WORMS
Dilsea californica,California Red Blade,Present,Kachemak_Bay,Species,372565,"(J.Agardh) Kuntze, 1891",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Dilsea,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dilsea californica (J.Agardh) Kuntze, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372565 on 2024-02-21",2024-02-21,WORMS
Dumontia alaskana,NA,Present,Kachemak_Bay,Species,375110,"V.Tai, S.C.Lindstrom & G.W.Saunders, 2001",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Dumontia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dumontia alaskana V.Tai, S.C.Lindstrom & G.W.Saunders, 2001. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=375110 on 2024-02-21",2024-02-21,WORMS
Endocladia muricata,Sea Moss,Present,Kachemak_Bay,Species,372566,"(Endlicher) J.Agardh, 1847",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Endocladiaceae,Endocladia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Endocladia muricata (Endlicher) J.Agardh, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372566 on 2024-02-21",2024-02-21,WORMS
Gloiopeltis furcata,NA,Present,Kachemak_Bay,Species,372181,"(Postels & Ruprecht) J.Agardh, 1851",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Endocladiaceae,Gloiopeltis,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Gloiopeltis furcata (Postels & Ruprecht) J.Agardh, 1851. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372181 on 2024-02-21",2024-02-21,WORMS
Halosaccion glandiforme,Sea Sac/Dead Man's Fingers,Present,Kachemak_Bay,Species,372579,"(S.G.Gmelin) Ruprecht, 1850",Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Halosaccion,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Halosaccion glandiforme (S.G.Gmelin) Ruprecht, 1850. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372579 on 2024-02-21",2024-02-21,WORMS
Hildenbrandia rubra,Rusty Rock,Present,Kachemak_Bay,Species,145712,"(Sommerfelt) Meneghini, 1841",Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Hildenbrandia rubra (Sommerfelt) Meneghini, 1841. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145712 on 2024-02-21",2024-02-21,WORMS
Kallymeniopsis,NA,Present,Kachemak_Bay,Genus,369810,"Perestenko, 1977",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Kallymeniopsis,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Kallymeniopsis Perestenko, 1977. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=369810 on 2024-02-21",2024-02-21,WORMS
Lithothamniaceae,NA,Present,Kachemak_Bay,Family,1305091,"H.J.Haas, 1886",Plantae,Rhodophyta,Florideophyceae,Corallinales,Lithothamniaceae,NA,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Lithothamniaceae H.J.Haas, 1886. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1305091 on 2024-02-21",2024-02-21,WORMS
Lithothrix aspergillum,NA,Present,Kachemak_Bay,Species,372598,"J.E.Gray, 1867",Plantae,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Lithothrix,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Lithothrix aspergillum J.E.Gray, 1867. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372598 on 2024-02-21",2024-02-21,WORMS
Mastocarpus papillatus,Turkish Washcloth/Tar Spot/Grapestone/Sea Tar/Sea Film,Present,Kachemak_Bay,Species,163258,"(C.Agardh) Kützing, 1843",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mastocarpus papillatus (C.Agardh) Kützing, 1843. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=163258 on 2024-02-21",2024-02-21,WORMS
Mazzaella,NA,Present,Kachemak_Bay,Genus,369878,"G. De Toni, 1936",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Mazzaella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mazzaella G. De Toni, 1936. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=369878 on 2024-02-21",2024-02-21,WORMS
Mazzaella oregona,Northern Mazza Weed,Present,Kachemak_Bay,Species,376274,"(Doty) Hughey, P.C.Silva & Hommersand, 2001",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Mazzaella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mazzaella oregona (Doty) Hughey, P.C.Silva & Hommersand, 2001. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=376274 on 2024-02-21",2024-02-21,WORMS
Mazzaella parksii,Iridescent Horn-of-Plenty,Present,Kachemak_Bay,Species,376220,"(Setchell & N.L.Gardner) Hughey, P.C.Silva & Hommersand, 2001",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Mazzaella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mazzaella parksii (Setchell & N.L.Gardner) Hughey, P.C.Silva & Hommersand, 2001. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=376220 on 2024-02-21",2024-02-21,WORMS
